dataset,model,query,ground_truth,prediction,Accuracy (EM),faithfulness
SciFact,Qwen/Qwen2.5-7B-Instruct,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,IRG1 has antiviral effects against neurotropic viruses.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,ITAM phosphorylation prevents the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Immune complex triggered cell death leads to extracellular release of neutrophil protein HMGB1.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Immune responses result in the development of inflammatory Th17 cells and anti-inflammatory iTregs.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"In adult tissue, most T cells are memory T cells.",SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.",NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"In mice, P. chabaudi parasites are able to proliferate faster early in infection when inoculated at lower numbers than when inoculated at high numbers.",NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, less than ten percent of the cells with green florescent colocalize with cell proliferation markers.",NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Incidence of heart failure decreased by 10% in women since 1979.,SUPPORT,REFUTE,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Incidence rates of cervical cancer have decreased.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Incidence rates of cervical cancer have decreased.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Incidence rates of cervical cancer have decreased.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,REFUTE,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,REFUTE,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Individuals with low serum vitamin D concentrations have increased risk of multiple sclerosis.,NEUTRAL,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Infection of human T-cell lymphotropic virus type 1 is most frequent in individuals of African origin.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.",SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Input from  mental and physical health care professionals is effective at decreasing homelessness.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Insomnia can be effectively treated with cognitive behavioral therapy.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Insomnia can be effectively treated with cognitive behavioral therapy.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Insomnia can be effectively treated with cognitive behavioral therapy.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Insomnia can be effectively treated with cognitive behavioral therapy.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Insulin increases risk of severe kidney failure.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Integrating classroom-based collaborative learning with Web-based collaborative learning leads to subpar class performance,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ivermectin is used to treat lymphatic filariasis.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ivermectin is used to treat onchocerciasis.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,LDL cholesterol has no involvement in the development of cardiovascular disease.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Less than 10% of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in response to SRC activation.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Leuko-increased blood increases infectious complications in red blood cell transfusion.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Leuko-increased blood increases infectious complications in red blood cell transfusion.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Leuko-increased blood increases infectious complications in red blood cell transfusion.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Localization of PIN1 in the roots of Arabidopsis does not require VPS9a,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Low expression of miR7a does represses target genes and exerts a biological function in ovaries.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Low expression of miR7a exerts a biological function in testis.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Low nucleosome occupancy correlates with low methylation levels across species.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ly6C hi monocytes have a lower inflammatory capacity compared to their Ly6C lo counterparts.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Macrolides have no protective effect against myocardial infarction.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Macrolides protect against myocardial infarction.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Many proteins in human cells can be post-translationally modified at lysine residues via acetylation.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,REFUTE,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mercaptopurine is anabolized into the inactive methylmercaptopurine by thiopurine methyltrasnferase (TPMT).,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) reveal increased sensitivity to ionizing radiation (IR).,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mice without IFN-γ or its receptor are resistant to EAM induced with α-MyHC/CFA.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mitochondria are uninvolved in apoptosis.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Modifying the epigenome in the brain affects the normal human aging process by affecting certain genes related to neurogenesis.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Most termination events in Okazaki fragments are sequence specific.,SUPPORT,REFUTE,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,"Mutations in G-Beta protein GNB2 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,N-terminal cleavage increases success identifying transcription start sites.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,N-terminal cleavage reduces success identifying transcription start sites.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,N348I mutations cause resistance to zidovudine (AZT).,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,NOX2-independent pathways can generate peroxynitrite by reacting with nitrogen intermediates.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,NR5A2 is important in development of endometrial tissues.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,NR5A2 is important in development of endometrial tissues.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,REFUTE,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Normal expression of RUNX1 has tumor-promoting effects.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity decreases life quality.,NEUTRAL,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Obesity is determined solely by environmental factors.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Occupancy of ribosomes by IncRNAs do not make functional peptides.,REFUTE,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,REFUTE,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Only a minority of cells survive development after differentiation into stress-resistant spores.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,PGE 2 promotes intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,NEUTRAL,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,SUPPORT,REFUTE,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,SUPPORT,REFUTE,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,PPAR-RXRs are inhibited by PPAR ligands.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,PPAR-RXRs can be activated by PPAR ligands.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Participating in six months of physical activity improves cognitive functioning.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Participating in six months of physical activity improves cognitive functioning.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Participating in six months of physical activity improves cognitive functioning.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Patients in stable partnerships have a faster progression from HIV to AIDS.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Patients in stable partnerships have a faster progression from HIV to AIDS.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Peroxynitrite is required for nitration of TCR/CD8.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Pleiotropic coupling of GLP-1R to intracellular effectors promotes distinct profiles of cellular signaling.,NEUTRAL,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Podocytes are motile and migrate in the presence of injury.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Polymeal nutrition reduces cardiovascular mortality.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Polymeal nutrition reduces cardiovascular mortality.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Primary pro-inflammatory cytokines induce secondary pro- and anti-inflammatory mediators.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Rapamycin decreases the concentration of triacylglycerols in fruit flies.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Rapid phosphotransfer rates govern fidelity in two component systems,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Ribosomopathies have a low degree of cell and tissue specific pathology.,REFUTE,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Silencing of Bcl2 is important for the maintenance and progression of tumors.,REFUTE,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Statins decrease blood cholesterol.,NEUTRAL,SUPPORT,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Statins increase blood cholesterol.,NEUTRAL,NEUTRAL,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Suboptimal nutrition is not predictive of chronic disease,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.,SUPPORT,SUPPORT,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,SUPPORT,NEUTRAL,0,0
SciFact,Qwen/Qwen2.5-7B-Instruct,TNFAIP3 is a tumor suppressor in glioblastoma.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,TNFAIP3 is a tumor suppressor in glioblastoma.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,REFUTE,REFUTE,1,0
SciFact,Qwen/Qwen2.5-7B-Instruct,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,REFUTE,REFUTE,1,0
