dataset,model,mode,query,ground_truth,prediction,EM,F1,top_doc,doc_probs,all_docs,answer_candidates,faithfulness,grounding,retrieval_recall,hallucination_score,is_hallucinated
NQ,Qwen/Qwen2.5-7B-Instruct,local,who is the guy who voiced disney channel,"""Buzz"" Brainard"," I don't know. The provided context does not mention any specific voice actor for Disney Channel. It does mention voice actors for various Disney characters like Goofy and Donald Duck, but not for Disney Channel specifically.",0,0.0,"again throughout the film. His name may be based on a lecture on William the Conqueror from Chapter Three of the original novel. The character is voiced by Michael Gough in his final feature film role before his death in 2011. Gough came out of retirement to appear in the film but the character only speaks three lines, so Gough managed to record in one day. References Lewis Carroll characters Fictional flightless birds Literary characters introduced in 1865 Dodo Male characters in literature","[0.33435025811195374, 0.3338034451007843, 0.3318462669849396]","['again throughout the film. His name may be based on a lecture on William the Conqueror from Chapter Three of the original novel. The character is voiced by Michael Gough in his final feature film role before his death in 2011. Gough came out of retirement to appear in the film but the character only speaks three lines, so Gough managed to record in one day. References Lewis Carroll characters Fictional flightless birds Literary characters introduced in 1865 Dodo Male characters in literature', ""Coal in March 2011. The show was cancelled in 2015. Adam Carolla and Friends Build Stuff Live Premiering on Spike TV on March 14, 2017, Adam Carolla and Friends Build Stuff Live features Carolla building projects live and in studio with some of his Hollywood friends, and tackling viewers' home improvement projects via social media. Voice acting Carolla has also done voice acting in animation, including Commander Nebula on the Disney animated series Buzz Lightyear of Star Command, Death on Family Guy (replacing Norm Macdonald) and Spanky Ham on Drawn Together. He was also the voice of the éclair police"", ""Disney Productions' Goofy (1932) and Donald Duck (1934), Fleischer Studios/Paramount Cartoon Studios' Out of the Inkwell' Koko the Clown (1918), Bimbo and Betty Boop (1930), Popeye (1933) and Casper (1945), Warner Bros. Cartoons' Looney Tunes' Porky Pig (1935), Daffy Duck (1937), Elmer Fudd (1937–1940), Bugs Bunny (1938–1940), Tweety (1942), Wile E. Coyote and Road Runner (1949), MGM cartoon studio's Tom and Jerry (1940) and Droopy, Walter Lantz Productions/Universal Studio Cartoons' Woody Woodpecker (1940), Terrytoons/20th Century Fox's Mighty Mouse (1942), and United Artists' Pink Panther (1963). Features before CGI In 1917, Italian-Argentine director Quirino Cristiani made the first feature-length film El""]","["" I don't know. The provided context does not mention any specific voice actor for Disney Channel. It does mention voice actors for various Disney characters like Goofy and Donald Duck, but not for Disney Channel specifically.""]",0,0.2222222222222222,0,0.06666666666666667,True
NQ,Qwen/Qwen2.5-7B-Instruct,local,what's the legal marriage age in new york,18," I don't know. The provided context does not contain information about the legal marriage age in New York. It only discusses age of consent laws and some historical context regarding age of consent changes. To answer the question accurately, specific information about New York's legal marriage age would be required. According to current laws, the minimum age to get married in New York is 18, but there are exceptions for individuals who are 17 with parental consent or a court order. However, these details are",0,0.023255813953488372,"the partner is less than two years older, and sex with minors aged 0–11 is permitted if the partner is 12 or 13 years of age, as long as the partner is not in a position of trust over the other minor. Age under threshold Another approach takes the form of a stipulation that sexual intercourse between a minor and an older partner is legal under the condition that the latter does not exceed a certain age. For example, the age of consent in the US state of Delaware is 18, but it is allowed for teenagers aged 16 and","[0.3527488708496094, 0.3244193196296692, 0.3228317201137543]","['the partner is less than two years older, and sex with minors aged 0–11 is permitted if the partner is 12 or 13 years of age, as long as the partner is not in a position of trust over the other minor. Age under threshold Another approach takes the form of a stipulation that sexual intercourse between a minor and an older partner is legal under the condition that the latter does not exceed a certain age. For example, the age of consent in the US state of Delaware is 18, but it is allowed for teenagers aged 16 and', '17 to engage in sexual intercourse as long as the older partner is younger than 30. The law in Canada for sex between minors aged 0–11 with a partner younger than 14 also takes this form. Similar maturity Other countries state that the sexual conduct with the minor is not to be punished if the partners are of a similar age and development: for instance, the age of consent in Finland is 16, but the law states that the act will not be punished if ""there is no great difference in the ages or the mental and physical maturity of', 'The government was forced to propose the Criminal Law Amendment Act 1885, which raised the age of consent from thirteen to sixteen and clamped down on prostitution. In the United States, as late as the 1880s most states set the minimum age at ten to twelve (in Delaware, it was seven in 1895). Inspired by the ""Maiden Tribute"" articles, female reformers in the U.S. initiated their own campaign, which petitioned legislators to raise the legal minimum age to at least sixteen, with the ultimate goal to raise the age to eighteen. The campaign was successful, with almost all states raising']","["" I don't know. The provided context does not contain information about the legal marriage age in New York. It only discusses age of consent laws and some historical context regarding age of consent changes. To answer the question accurately, specific information about New York's legal marriage age would be required. According to current laws, the minimum age to get married in New York is 18, but there are exceptions for individuals who are 17 with parental consent or a court order. However, these details are""]",0,0.29508196721311475,1,0.08852459016393442,True
NQ,Qwen/Qwen2.5-7B-Instruct,local,when do the red hot chili peppers tour,March 2018," I don't know. The provided context does not contain any information about the Red Hot Chili Peppers or their tours. It only discusses the Beastie Boys and their activities, including some tour details and album releases. Therefore, based on the given context, there is no information available to answer when the Red Hot Chili Peppers tour.",0,0.0,"Alfredo Ortiz – drums, percussion (1996–2012) Mix Master Mike – disc jockey, backing vocals (1998–2012) Timeline Discography Studio albums Licensed to Ill (1986) Paul's Boutique (1989) Check Your Head (1992) Ill Communication (1994) Hello Nasty (1998) To the 5 Boroughs (2004) The Mix-Up (2007) Hot Sauce Committee Part Two (2011) Tours The Virgin Tour (1985) (supporting Madonna) Raising Hell Tour (1986) (supporting Run-D.M.C.) Licensed to Ill Tour (1987) (with Public Enemy) Together Forever Tour (1987) (with Run-D.M.C.) Check Your Head Tour (1992) (with Cypress Hill, Rollins Band, Firehose, and Basehead) Lollapolooza (1994) Ill Communication Tour (1994–1995) In the Round Tour","[0.341276079416275, 0.331882506608963, 0.32684141397476196]","[""Alfredo Ortiz – drums, percussion (1996–2012) Mix Master Mike – disc jockey, backing vocals (1998–2012) Timeline Discography Studio albums Licensed to Ill (1986) Paul's Boutique (1989) Check Your Head (1992) Ill Communication (1994) Hello Nasty (1998) To the 5 Boroughs (2004) The Mix-Up (2007) Hot Sauce Committee Part Two (2011) Tours The Virgin Tour (1985) (supporting Madonna) Raising Hell Tour (1986) (supporting Run-D.M.C.) Licensed to Ill Tour (1987) (with Public Enemy) Together Forever Tour (1987) (with Run-D.M.C.) Check Your Head Tour (1992) (with Cypress Hill, Rollins Band, Firehose, and Basehead) Lollapolooza (1994) Ill Communication Tour (1994–1995) In the Round Tour"", 'the new album and announced a short tour that focused on festivals as opposed to a traditional tour, including the likes of Sónar (Spain), Roskilde (Denmark), Hurricane/Southside (Germany), Bestival (Isle of Wight), Electric Picnic (Ireland) and Open\'er Festival (Poland). Beastie Boys performed at the UK leg of Live Earth July 7, 2007 at Wembley Stadium, London with ""Sabotage"", ""So What\'cha Want"", ""Intergalactic"", and ""Sure Shot"". They worked with Reverb, a non-profit environmental organization, on their 2007 summer tour, and headlined the Langerado Music Festival in South Florida on Friday, March 7, 2008. The band won a Grammy for The Mix-Up', 'spot for the first night of the All Points West Festival in Jersey City, New Jersey. In late October 2010, Beastie Boys sent out two emails regarding the status of Hot Sauce Committee Pts. 1 and 2 to their online mailing list. An email dated October 18 read: ""Although we regret to inform you that Hot Sauce Committee Part 1 will continue to be delayed indefinitely, Hot Sauce Committee Part 2 will be released on time as originally planned in spring of 2011."" One week later, a second email was sent out, reading as follows: The official release dates were']","["" I don't know. The provided context does not contain any information about the Red Hot Chili Peppers or their tours. It only discusses the Beastie Boys and their activities, including some tour details and album releases. Therefore, based on the given context, there is no information available to answer when the Red Hot Chili Peppers tour.""]",0,0.23255813953488372,0,0.06976744186046512,True
NQ,Qwen/Qwen2.5-7B-Instruct,local,who plays mavis in the movie hotel transylvania,Sadie Sandler," I don't know. The provided context does not contain any information about Mavis from Hotel Transylvania. The context is about various films and a director named Cuarón, but does not mention the character Mavis or the movie Hotel Transylvania. Therefore, based solely on the given context, there is no answer to the question. 

If you need more information, please provide the relevant context or ask another question that can be answered using the given context. I will only use the information present in",0,0.0,"played by Olga Chekhova, who was born Olga Knipper, and was the niece and namesake of Anton Chekhov’s wife. She was also Mikhail Chekhov's wife. The 1943 Argentine film Casa de muñecas starring Delia Garcés, which modernizes the story and uses the alternative ending. The 1944 German film Nora directed by Harald Braun which retells the story in line with Nazi ideology on the place of women, resolving it with Nora in the home. The 1954 Mexican film Casa de muñecas, directed by Alfredo B. Crevenna and starring Marga López, Ernesto Alonso and Miguel Torruco, sets the story in modern-day","[0.34559422731399536, 0.32899922132492065, 0.3254065215587616]","[""played by Olga Chekhova, who was born Olga Knipper, and was the niece and namesake of Anton Chekhov’s wife. She was also Mikhail Chekhov's wife. The 1943 Argentine film Casa de muñecas starring Delia Garcés, which modernizes the story and uses the alternative ending. The 1944 German film Nora directed by Harald Braun which retells the story in line with Nazi ideology on the place of women, resolving it with Nora in the home. The 1954 Mexican film Casa de muñecas, directed by Alfredo B. Crevenna and starring Marga López, Ernesto Alonso and Miguel Torruco, sets the story in modern-day"", ""who, after having sex with an attractive nurse, is fooled into believing he's contracted AIDS. In addition to writing, producing and directing, Cuarón co-edited the film with Luis Patlán. The film, which also starred cabaret singer Astrid Hadad and model/actress Claudia Ramírez (with whom Cuarón was linked between 1989 and 1993) was a big hit in Mexico. After this success, director Sydney Pollack hired Cuarón to direct an episode of Fallen Angels, a series of neo-noir stories produced for the Showtime premium cable network in 1993; other directors who worked on the series included Steven Soderbergh, Jonathan Kaplan, Peter Bogdanovich,"", ""all the vampires was eliminated altogether. All this led Whedon to finally walk off the set. He has been highly critical of actor Donald Sutherland's behavior on set, describing him as entitled and difficult to work with. Sutherland had a penchant for improvising or altering his lines in the script, which director Rubel Kuzui allowed him to do freely because he was the film's most high-profile star. Whedon felt this made Merrick's dialogue in the film disjointed and unintelligible. Filming in Los Angeles included the ballroom of the Park Plaza Hotel, where Merrick lives and trains Buffy, John Marshall High""]","["" I don't know. The provided context does not contain any information about Mavis from Hotel Transylvania. The context is about various films and a director named Cuarón, but does not mention the character Mavis or the movie Hotel Transylvania. Therefore, based solely on the given context, there is no answer to the question. \n\nIf you need more information, please provide the relevant context or ask another question that can be answered using the given context. I will only use the information present in""]",0,0.1724137931034483,0,0.05172413793103448,True
NQ,Qwen/Qwen2.5-7B-Instruct,local,what is the channel number for cartoon network on spectrum,768 (HD)," I don't know. The provided context does not contain any information about Cartoon Network's channel number on Spectrum. The context discusses cellular frequencies, sports broadcasting contracts, and radio shows, but does not mention cable television or specific channel numbers for networks like Cartoon Network. Therefore, based solely on the given information, there is no way to determine the channel number for Cartoon Network on Spectrum. 

If you need this information, you may want to check your local cable guide or contact your service provider directly.",0,0.0,"for additional capacity. In 1989, the FCC granted carriers an expansion from the previous 666 channels to the final 832 (416 pairs per carrier). The additional frequencies were from the band held in reserve for future (inevitable) expansion. These frequencies were immediately adjacent to the existing cellular band. These bands had previously been allocated to UHF TV channels 70–83. Each duplex channel was composed of 2 frequencies. 416 of these were in the 824–849 MHz range for transmissions from mobile stations to the base stations, paired with 416 frequencies in the 869–894 MHz range for transmissions from base stations to","[0.3445395827293396, 0.32800939679145813, 0.32745105028152466]","['for additional capacity. In 1989, the FCC granted carriers an expansion from the previous 666 channels to the final 832 (416 pairs per carrier). The additional frequencies were from the band held in reserve for future (inevitable) expansion. These frequencies were immediately adjacent to the existing cellular band. These bands had previously been allocated to UHF TV channels 70–83. Each duplex channel was composed of 2 frequencies. 416 of these were in the 824–849 MHz range for transmissions from mobile stations to the base stations, paired with 416 frequencies in the 869–894 MHz range for transmissions from base stations to', ""previous contract, Fox only broadcast the World Series in even numbered years while NBC broadcast it in odd numbered years), which it has held since (this particular contract also had given Fox exclusive rights to the entire baseball postseason, which aired over its family of networks; the contract was modified following Disney's purchase of Fox Family Channel shortly after the World Series ended, as ESPN regained their postseason rights following a year of postseason games on ABC Family, Fox Family's successor). ESPN Radio provided national radio coverage for the fourth consecutive year, with Jon Miller and Joe Morgan calling the"", 'as ""a toned-down version of Howard Stern minus the huge ego"". In a late-2003 Loveline episode, Carolla said that Hawaiians are ""dumb"", ""in-bred"", ""retarded"" people who are among the ""dumbest people we have"". The comments were met with anger in Hawaii and resulted in Lovelines cancellation on Hawaiian affiliate KPOI. The Adam Carolla Show In October 2005, Carolla was announced as the host of a new morning radio show on the Infinity Broadcasting network. His new show would replace the popular syndicated Howard Stern Show (which was moving to satellite radio) in twelve of the 27 markets in which Stern']","["" I don't know. The provided context does not contain any information about Cartoon Network's channel number on Spectrum. The context discusses cellular frequencies, sports broadcasting contracts, and radio shows, but does not mention cable television or specific channel numbers for networks like Cartoon Network. Therefore, based solely on the given information, there is no way to determine the channel number for Cartoon Network on Spectrum. \n\nIf you need this information, you may want to check your local cable guide or contact your service provider directly.""]",0,0.18032786885245902,0,0.054098360655737705,True
NQ,Qwen/Qwen2.5-7B-Instruct,local,when are the fa cup semi finals played,the new Wembley Stadium," I don't know. The provided context does not contain information about when FA Cup semi-finals are played. It focuses on Johan Cruyff's achievements, various football competitions, and the history of Manchester United in the European Cup. There is no specific mention of the timing or scheduling of FA Cup semi-finals. Therefore, based solely on the given context, I cannot provide an answer to this question.",0,0.028985507246376812,"1997–98, 1998–99, 2001–02, 2005–06, 2006–07, 2009–10, 2018–19, 2020–21 Johan Cruyff Shield (9): 1993, 1994, 1995, 2002, 2005, 2006, 2007, 2013, 2019 European European Cup / UEFA Champions League (4; Dutch record): 1970–71, 1971–72, 1972–73, 1994–95 European Cup Winners' Cup (1; Dutch record): 1986–87 UEFA Cup (1): 1991–92 Super Competition / UEFA Super Cup (2; Dutch record): 1973, 1995 Ajax also won in 1972, however UEFA only sanctioned the UEFA Super Cup for the first time in 1973 so the 1972 edition was an unofficial one. Played against Rangers, winners of the 1971–72 European Cup Winners' Cup, it actually went ahead","[0.34659892320632935, 0.34054574370384216, 0.31285542249679565]","[""1997–98, 1998–99, 2001–02, 2005–06, 2006–07, 2009–10, 2018–19, 2020–21 Johan Cruyff Shield (9): 1993, 1994, 1995, 2002, 2005, 2006, 2007, 2013, 2019 European European Cup / UEFA Champions League (4; Dutch record): 1970–71, 1971–72, 1972–73, 1994–95 European Cup Winners' Cup (1; Dutch record): 1986–87 UEFA Cup (1): 1991–92 Super Competition / UEFA Super Cup (2; Dutch record): 1973, 1995 Ajax also won in 1972, however UEFA only sanctioned the UEFA Super Cup for the first time in 1973 so the 1972 edition was an unofficial one. Played against Rangers, winners of the 1971–72 European Cup Winners' Cup, it actually went ahead"", 'semi-professional or amateur organisations and competitions are often affiliated to their state organisations. The AFL is the de facto world governing body for Australian football. There are also a number of affiliated organisations governing amateur clubs and competitions around the world. For almost all Australian football club competitions, the aim is to win the Premiership. The premiership is typically decided by a finals series. The teams that occupy the highest positions on the ladder after the home-and-away season play off in a ""semi-knockout"" finals series, culminating in a single Grand Final match to determine the premiers. Between four and eight', 'become the first English team to compete in the European Cup. Previously, the Football Association had scorned the competition, but United made progress, reaching the semi-finals where they lost to holders Real Madrid. Their reputation was further enhanced the next season in the 1957–58 European Cup as they reached the quarter-finals to play Red Star Belgrade. In the first leg at home, United won 2–1. The return in Yugoslavia saw Charlton score twice as United stormed 3–0 ahead, although the hosts came back to earn a 3–3 draw. However, United maintained their aggregate lead to reach the last four and']","["" I don't know. The provided context does not contain information about when FA Cup semi-finals are played. It focuses on Johan Cruyff's achievements, various football competitions, and the history of Manchester United in the European Cup. There is no specific mention of the timing or scheduling of FA Cup semi-finals. Therefore, based solely on the given context, I cannot provide an answer to this question.""]",0,0.23076923076923078,0,0.06923076923076923,True
NQ,Qwen/Qwen2.5-7B-Instruct,local,when did the ipod touch 6 gen came out,"July 15, 2015"," I don't know. The context provided does not mention the release date of the iPod Touch 6th generation. It only mentions that in 2010, Apple refreshed its iPod line including the iPod Touch, but no specific release date is given for the 6th generation. To accurately answer this question, we would need additional information about the exact release date of the iPod Touch 6th generation. Based on the information provided in the context, I cannot determine when the iPod Touch ",0,0.0,"in Virginia and California, offering an improved presentation of the company's products. At the time, many speculated that the stores would fail, but they went on to become highly successful, and the first of more than 500 stores around the world. On October 23, 2001, Apple debuted the iPod portable digital audio player. The product, which was first sold on November 10, 2001, was phenomenally successful with over 100 million units sold within six years. In 2003, Apple's iTunes Store was introduced. The service offered music downloads for 99¢ a song and integration with the iPod. The iTunes Store quickly","[0.37451404333114624, 0.32773715257644653, 0.2977488338947296]","[""in Virginia and California, offering an improved presentation of the company's products. At the time, many speculated that the stores would fail, but they went on to become highly successful, and the first of more than 500 stores around the world. On October 23, 2001, Apple debuted the iPod portable digital audio player. The product, which was first sold on November 10, 2001, was phenomenally successful with over 100 million units sold within six years. In 2003, Apple's iTunes Store was introduced. The service offered music downloads for 99¢ a song and integration with the iPod. The iTunes Store quickly"", ""2010, Apple released the iPhone 4, which introduced video calling using FaceTime, multitasking, and a new uninsulated stainless steel design that acted as the phone's antenna. Later that year, Apple again refreshed its iPod line of MP3 players by introducing a multi-touch iPod Nano, an iPod Touch with FaceTime, and an iPod Shuffle that brought back the clickwheel buttons of earlier generations. It also introduced the smaller, cheaper second generation Apple TV which allowed renting of movies and shows. On January 17, 2011, Jobs announced in an internal Apple memo that he would take another medical leave of absence for"", 'Display, Magic Mouse, Magic Trackpad, and Magic Keyboard. iPhone The iPhone is Apple\'s line of smartphones, which run the iOS operating system. The first iPhone was unveiled by Steve Jobs on January 9, 2007. Since then, new models have been released annually. When it was introduced, its multi-touch screen was described as ""revolutionary"" and a ""game-changer"" for the mobile phone industry. The device has been credited with creating the app economy. , the iPhone has 15% market share, yet represents 50% of global smartphone revenues, with Android phones accounting for the rest. The iPhone has generated large profits for the']","["" I don't know. The context provided does not mention the release date of the iPod Touch 6th generation. It only mentions that in 2010, Apple refreshed its iPod line including the iPod Touch, but no specific release date is given for the 6th generation. To accurately answer this question, we would need additional information about the exact release date of the iPod Touch 6th generation. Based on the information provided in the context, I cannot determine when the iPod Touch ""]",0,0.32,0,0.096,False
NQ,mistralai/Mistral-7B-Instruct-v0.1,local,where did they film hot tub time machine,Fernie Alpine Resort,"
I don't know.",0,0.0,"patented a ""machine camera"" in 1889, which embodied many aspects of later film cameras. He displayed the results at photographic societies in 1890 and developed further cameras but did not publicly project the results. Ottomar Anschütz's Electrotachyscope projected very short loops of high photographic quality. Thomas Edison believed projection of films wasn't as viable a business model as offering the films in the ""peepshow"" kinetoscope device. Watching the images on the screen turned out to be much preferred by audiences. Thomas Edison's Kinetoscope (developed by William Kennedy Dickson), premiered publicly in 1894. Kazimierz Prószyński allegedly built his camera and projecting","[0.3381829559803009, 0.33737877011299133, 0.32443830370903015]","['patented a ""machine camera"" in 1889, which embodied many aspects of later film cameras. He displayed the results at photographic societies in 1890 and developed further cameras but did not publicly project the results. Ottomar Anschütz\'s Electrotachyscope projected very short loops of high photographic quality. Thomas Edison believed projection of films wasn\'t as viable a business model as offering the films in the ""peepshow"" kinetoscope device. Watching the images on the screen turned out to be much preferred by audiences. Thomas Edison\'s Kinetoscope (developed by William Kennedy Dickson), premiered publicly in 1894. Kazimierz Prószyński allegedly built his camera and projecting', ""officer, Wynchell, in the Disney film Wreck-It Ralph. In 2008 and 2009, he was the spokesperson for T.G.I. Friday's. Film In 2003, he appeared in Windy City Heat as himself. In 2006, Carolla finished work on The Hammer, a semi-autobiographical independent film he co-wrote and co-produced, in which he stars opposite Heather Juergensen. The film is based loosely on his own life and is filmed at a gym he helped build with his co-star, Ozzie, played by Oswaldo Castillo, his friend in real life whom he met while building the gym when they both worked in construction. The film made"", 'time a new film of his opens, everything he has done before seems to have been preparation for it."" In his review of Femme Fatale, Roger Ebert wrote about the director: ""De Palma deserves more honor as a director. Consider also these titles: Sisters, Blow Out, The Fury, Dressed to Kill, Carrie, Scarface, Wise Guys, Casualties of War, Carlito\'s Way, Mission: Impossible. Yes, there are a few failures along the way (Snake Eyes, Mission to Mars, The Bonfire of the Vanities), but look at the range here, and reflect that these movies contain treasure for those who admire the craft']","[""\nI don't know.""]",0,0.0,0,0.0,True
NQ,mistralai/Mistral-7B-Instruct-v0.1,local,who has the right of way in international waters,Neither vessel,"
I don't know.",0,0.0,Sea,"[0.3462097644805908, 0.326907753944397, 0.3268825113773346]","['Sea', 'these definitions have been revised since then and some are not used by various authorities, institutions, and countries, see for example the CIA World Factbook. Correspondingly, the extent and number of oceans and seas vary. The Atlantic Ocean is bounded on the west by North and South America. It connects to the Arctic Ocean through the Denmark Strait, Greenland Sea, Norwegian Sea and Barents Sea. To the east, the boundaries of the ocean proper are Europe: the Strait of Gibraltar (where it connects with the Mediterranean Seaone of its marginal seasand, in turn, the Black Sea, both of which also', 'Ukraine/Russia (disputed)) Zonguldak (Turkey) Modern military use The 1936 Montreux Convention provides for free passage of civilian ships between the international waters of the Black and the Mediterranean seas. However, a single country (Turkey) has complete control over the straits connecting the two seas. Military ships are categorised separately from civilian vessels and can pass through the straits only if the ship belongs to a Black Sea country. Other military ships have the right to pass through the straits if they are not in a war against Turkey and if they stay in the Black Sea basin for a limited']","[""\nI don't know.""]",0,0.0,0,0.0,True
NQ,mistralai/Mistral-7B-Instruct-v0.1,local,who does annie work for attack on titan,Marley,"
I don't know.",0,0.0,"Trojan army when they were falling apart. When Zeus allowed the other gods to get involved in the war, Apollo was provoked by Poseidon to a duel. However, Apollo declined to fight him, saying that he would not fight his uncle for the sake of mortals. When the Greek hero Diomedes injured the Trojan hero Aeneas, Aphrodite tried to rescue him, but Diomedes injured her as well. Apollo then enveloped Aeneas in a cloud to protect him. He repelled the attacks Diomedes made on him and gave the hero a stern warning to abstain from attacking a god. Aeneas was","[0.34091272950172424, 0.3299606740474701, 0.3291265368461609]","['Trojan army when they were falling apart. When Zeus allowed the other gods to get involved in the war, Apollo was provoked by Poseidon to a duel. However, Apollo declined to fight him, saying that he would not fight his uncle for the sake of mortals. When the Greek hero Diomedes injured the Trojan hero Aeneas, Aphrodite tried to rescue him, but Diomedes injured her as well. Apollo then enveloped Aeneas in a cloud to protect him. He repelled the attacks Diomedes made on him and gave the hero a stern warning to abstain from attacking a god. Aeneas was', 'She was known as Athena Parthenos ""Athena the Virgin"", but in one archaic Attic myth, the god Hephaestus tried and failed to rape her, resulting in Gaia giving birth to Erichthonius, an important Athenian founding hero. Athena was the patron goddess of heroic endeavor; she was believed to have aided the heroes Perseus, Heracles, Bellerophon, and Jason. Along with Aphrodite and Hera, Athena was one of the three goddesses whose feud resulted in the beginning of the Trojan War. She plays an active role in the Iliad, in which she assists the Achaeans and, in the Odyssey, she is the', 'Twelve Olympians in the archaic tradition represented by the Iliad and Odyssey. In Greek literature, Ares often represents the physical or violent and untamed aspect of war and is the personification of sheer brutality and bloodlust (""overwhelming, insatiable in battle, destructive, and man-slaughtering"", as Burkert puts it), in contrast to his sister, the armored Athena, whose functions as a goddess of intelligence include military strategy and generalship. An association with Ares endows places and objects with a savage, dangerous, or militarized quality; but when Ares does appear in myths, he typically faces humiliation. In the Iliad, Zeus expresses a recurring']","[""\nI don't know.""]",0,0.0,0,0.0,True
NQ,mistralai/Mistral-7B-Instruct-v0.1,local,when was the immigration reform and control act passed,"November 6, 1986","
The Immigration Reform and Control Act was passed in 1986.",0,0.15384615384615383,"in 1874, when the Democrats regained control of the legislature and governor's office through an election dominated by fraud and violence. They wrote another constitution in 1875, and the legislature passed the Blaine Amendment, prohibiting public money from being used to finance religious-affiliated schools. The same year, legislation was approved that called for racially segregated schools. Railroad passenger cars were segregated in 1891. 20th century The new 1901 Constitution of Alabama included provisions for voter registration that effectively disenfranchised large portions of the population, including nearly all African Americans and Native Americans, and tens of thousands of poor European Americans,","[0.3448604345321655, 0.3385647237300873, 0.3165747821331024]","[""in 1874, when the Democrats regained control of the legislature and governor's office through an election dominated by fraud and violence. They wrote another constitution in 1875, and the legislature passed the Blaine Amendment, prohibiting public money from being used to finance religious-affiliated schools. The same year, legislation was approved that called for racially segregated schools. Railroad passenger cars were segregated in 1891. 20th century The new 1901 Constitution of Alabama included provisions for voter registration that effectively disenfranchised large portions of the population, including nearly all African Americans and Native Americans, and tens of thousands of poor European Americans,"", 'as existing residence status), of the rights to freely enter, reside and work in the United Kingdom. Although the 1968 Act was intended primarily to bar immigration of specific British passport holders from Commonwealth countries in Africa, it amended the wording of the Commonwealth Immigrants Act 1962 in such a way as to apply to all Citizens of the United Kingdom and Colonies who were not specifically excepted, including most colonials. This was followed by the Immigration Act 1971, which effectively divided Citizens of the United Kingdom and Colonies into two types, although their citizenship remained the same: Patrials, who', 'As Southerners resigned their seats in the Senate and the House, Republicans were able to pass projects that had been blocked by Southern senators before the war. These included the Morrill Tariff, land grant colleges (the Morrill Act), a Homestead Act, a transcontinental railroad (the Pacific Railroad Acts), the National Bank Act, the authorization of United States Notes by the Legal Tender Act of 1862, and the ending of slavery in the District of Columbia. The Revenue Act of 1861 introduced the income tax to help finance the war. In December 1860, the Crittenden Compromise was proposed to re-establish the']",['\nThe Immigration Reform and Control Act was passed in 1986.'],0,0.6,0,0.18,False
NQ,mistralai/Mistral-7B-Instruct-v0.1,local,when was puerto rico added to the usa,1950,"
Puerto Rico was added to the United States in 1898.",0,0.0,"the end of 2022. Spanish acre The Puerto Rican cuerda () is sometimes called the ""Spanish acre"" in the continental United States. Use The acre is commonly used many current and former Commonwealth countries by custom, and in a few it continues as a statute measure. These include Antigua and Barbuda, American Samoa, The Bahamas, Belize, the British Virgin Islands, Canada, the Cayman Islands, Dominica, the Falkland Islands, Grenada, Ghana, Guam, the Northern Mariana Islands, Jamaica, Montserrat, Samoa, Saint Lucia, St. Helena, St. Kitts and Nevis, St. Vincent and the Grenadines, Turks and Caicos, the United Kingdom, the United States","[0.3631584644317627, 0.3232041597366333, 0.313637375831604]","['the end of 2022. Spanish acre The Puerto Rican cuerda () is sometimes called the ""Spanish acre"" in the continental United States. Use The acre is commonly used many current and former Commonwealth countries by custom, and in a few it continues as a statute measure. These include Antigua and Barbuda, American Samoa, The Bahamas, Belize, the British Virgin Islands, Canada, the Cayman Islands, Dominica, the Falkland Islands, Grenada, Ghana, Guam, the Northern Mariana Islands, Jamaica, Montserrat, Samoa, Saint Lucia, St. Helena, St. Kitts and Nevis, St. Vincent and the Grenadines, Turks and Caicos, the United Kingdom, the United States', 'Illinois recognized its official language as ""American"", meaning American English.) Puerto Rico is the largest example of a United States territory in which a language other than English – Spanish – is the common language at home, in public, and in government. See also American and British English spelling differences Canadian English Dictionary of American Regional English International English International Phonetic Alphabet chart for English dialects International Phonetic Alphabet chart for the English Language List of English words from indigenous languages of the Americas Phonological history of English Regional accents of English Transatlantic accent Notes References Bibliography Further reading Bailey,', 'the province of Venezuela. They had been separated from Venezuela only during the during the period of the Welser grant. The appropriation of the Caribbean region turned out to be a failure for the Spaniards. The exploitation of the West Indian islands proved unprofitable, and gold mining on Hispaniola and Puerto Rico declined. Spanish settlers moved elsewhere, and In 1569, the Spanish Crown banned settlement on the Caribbean islands by Royal decree. This measure that did not apply to the leased islands of Curaçao, Aruba, and Bonaire. The colonization of the large Caribbean islands, such as Cuba, was encouraged, while']",['\nPuerto Rico was added to the United States in 1898.'],0,0.6,0,0.18,False
